
1633072086417,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.007012059,-0.07160411,0.4893723,0.01505002,0.005289442,0.4991095,0.05593032,-0.08928262,0.5108312,0.07078437,-0.09587272,0.4899464,0.08103159,-0.09180959,0.4916802,
1633072090426,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.007012059,-0.07160411,0.4893723,0.01505002,0.005289442,0.4991095,0.05593032,-0.08928262,0.5108312,0.07078437,-0.09587272,0.4899464,0.08103159,-0.09180959,0.4916802,
1633072094424,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1633072098430,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1633072102429,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1633072106438,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1633079542932,0.1276271,-0.1536618,1.078231,0.08550382,-0.1434008,0.4241097,0.04636953,-0.05104617,0.4907,0.01748346,-0.04195048,0.5147415,-0.01004138,-0.05183582,0.5189708,-0.04893674,-0.08557127,0.5226325,0.06633191,-0.1390106,0.4195948,0.1374161,-0.06197007,0.4597791,0.1714283,-0.05807181,0.4694646,0.1947615,-0.07398717,0.4663657,0.2158547,-0.107738,0.4618625,
1633072972981,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1633072976977,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.1114914,-0.1511331,0.4893723,-0.08942936,-0.07423954,0.4991095,-0.04854905,-0.1688116,0.5108312,-0.033695,-0.1754017,0.4899464,-0.02344778,-0.1713386,0.4916802,
1633080842460,0.04764533,-0.06093559,1.090421,0.03834188,-0.1185301,0.4364678,-0.009226771,-0.02225195,0.4913949,-0.04167401,-0.01054585,0.5081418,-0.06996383,-0.02069244,0.5099529,-0.1100865,-0.05346778,0.5082369,0.05386951,-0.1118741,0.4240355,0.1156248,-0.01153722,0.4329769,0.1486476,-0.006438132,0.4515359,0.172954,-0.02261164,0.4558562,0.1997433,-0.05965781,0.458151,
1633081687396,0.07321498,-0.09930734,1.080043,0.02177967,-0.1549102,0.4567297,-0.01899166,-0.06631591,0.5213695,-0.05386935,-0.049938,0.53172,-0.08228651,-0.06022013,0.5325851,-0.1222137,-0.09591119,0.5366753,0.01718639,-0.1382807,0.4440615,0.07298783,-0.07975614,0.5054426,0.1109655,-0.07084267,0.5126593,0.138181,-0.08513689,0.5086674,0.162964,-0.1219911,0.5023229,
